hangle,first_translate
"이전에 언급하셨던 퇴직금, 지금 받을 수 있을까요?",can I get  that retirement money you mentioned earlier now?
피오나에게.,for fiona.
좋아. 네 뜻대로 하지.,fine. do as you wish.
대신…,but...
일이 끝나면 헤일론 저택을 한 번 둘러보며 확인을 해 주거라.,I want you to check around house airelon after everything is over.
아버지라고 부르게 하지 않아서 다행이야.,it’s good he didn’t ask me to call him father.
"아벨이 싫은 건 아니지만,","not because I don’t like abel,"
원작에서는 피오나랑 적이었으니까.,but we were enemies in the original story.
그리고 현재의 아벨,"and right now, abel wants me..."
양녀가 되어라,...to become his adopted daughter.
이 일이 끝나면 진짜 쉬어야지.,I need some real rest once this is all done.
이제 슬슬,now things are getting interesting.
아벨과 시그렌이 수도로 귀환하는,the start point of the novel where abel and siegren return to the capital city...
원작의 시작 지점에 가까워졌다.,...is finally approaching.
"곧 시그렌은 북부의 저주받은 용을 죽이고,","siegren will soon kill the cursed dragon from the north,"
영웅으로 칭송받으며 수도로 귀환한다.,"return home as a hero, and receive praise for his actions."
황가는 여론과 체면의 문제로 시그렌을 황자로 인정한다.,"due to public opinion and reputation issues, the royal family accepts siegren as their prince."
그리고,then...
그 다음이 바로,"right afterward,"
여주인공 유니스의 등장 차례!,"eunice, the main character, makes her appearance!"
어떤 느낌일까?,wonder how she’ll turn out.
솔직히 한 번 보고 싶어.,"honestly, I’m curious to see her at least once."
자꾸 나에게 의지하는 시그렌 때문에,"because siegren keeps relying on me so much,"
앞으로의 전개가 심히 염려스럽긴 하지만.,I am worried about future developments though.
"시그렌도 시그렌이긴 한데,","that being said,"
그보다도 지금은…,"more than anything else,"
마약 사업에 손을 댔다는 그린 가의 약점을,let’s think about how to use the fact...
어떻게 써먹을지 생각해볼까.,...that house gruin got themselves into drug dealing.
그린 가문은 마약으로 많은 재산을 쌓았다.,"with drugs, they’ve amassed quite a fortune."
"그리고,","in addition,"
당연히 제국에서 마약과 관련된 건 모두 불법이다.,all matters related to illegal substances are naturally against the law within the empire.
"만약 이 일에 관여할 경우,","if anyone gets caught up in such dealings,"
"불법적으로 쌓은 재산은 국가에 몰수되며,","the state confiscates any illegally obtained assets,"
"관련자는 물론,",and not only those directly involved but also other members of the same household face punishment.
같은 가문 사람도 처벌을 받는다.,"and yet,"
"그런데,",count zen and the countess seem unaware...
젠과 백작 부인은,...of the fact that our family has been dabbling in narcotics.
제 가문이 마약에 손댄 것에 대해 모르는 듯하다.,what shall I do?
흐음…,what shall I do?
어쩌지?,what shall I do?
우선,"first off,"
좀 더 궁지에 몰린 쪽을 뒤흔들어 볼까?,shouldn’t I shake them up by putting more pressure on them first?
…허어?,huh...?
"피오나,","fiona,"
무슨 일로 온 거지?,why have you come here today?
"작은오빠,","dear brother,"
가문의 후계자 문제에 대해 드릴 말씀이 있어요.,I wanted to speak to you regarding the matter of succession rights.
넌 거기에 참견할 권한이 없을 텐데.,you shouldn’t even be meddling in these affairs.
오빠.,brother.
전 오빠가 백작 직위를 물려받으면 좋겠어요.,I would love it if you became the next head of the family.
그린 가문은 마법사 가문이에요.,"as you know, house gruin is a family of mages."
가장 훌륭한 마법사가 작위를 가지는 게 좋다고 생각해요.,I believe whoever possesses the best magical abilities should inherit the title.
그런데,"yet,"
카인델 오빠는 장남이라는 이유로 후계자 자리를 꿰차고 있죠…,caindel holds onto the position simply due to the fact that he was born first...
"사실, 이 젠에게도 문제가 있다.","to tell the truth, there’s another issue concerning zen too."
아벨의 말에 따르면,"according to abel,"
젠은 도박 빚을 졌다.,zen owes gambling debts.
그것도 꽤 크게.,"a considerable amount, actually."
그러니 젠은,"therefore, zen..."
가문의 재산을 물려받아 빚을 갚으려 할 것이다.,...will try to pay back his debt using the family’s wealth.
"사실 그 빚은 아벨이 이미 예전에 매입했고,","of course, abel already bought out those debts long ago,"
"헤일론을 떠나기 전, 내게 처리할 권한을 넘겨준 상태이지만.","and before leaving aireleon, gave me authority to deal with them however I wished."
그건 아직 비밀.,this remains a secret for now.
"자, 오빠.","okay then, brother."
오빠도 제 말에 동의하시죠?,"you agree with me, yes?"
…그래.,yes...
네 말이 전부 맞아.,everything you say is correct.
재능이 없는 형님이 가문을 이어받는 건 말도 안 되는 일이지!,an incompetent older sibling inheriting the family name doesn’t make sense whatsoever!
하지만 당장에 문제가 많아.,"but currently, many problems exist."
넌 잘 모르겠지만 형님은 오래 후계자였고…,"although you may not understand, your big brother has always been the heir apparent--"
"작은오빠,","little brother,"
"이런 게 큰오빠의 방에서 나왔는데,",do you recognize this item found inside big brother’s room?
뭔지 아시겠어요?,do you recognize this item found inside big brother’s room?
이건…,isn’t this...
마약이잖아!,...an opium pipe?!
어제 사용인들이 큰오빠의 방에서 찾아낸 거예요.,the servants discovered it yesterday while cleaning his quarters.
"세상에,",my goodness! the successor of our family is taking part in illicit activities involving narcotics!
가문의 후계자인 큰오빠가 마약에 손대고 있다니!,my goodness! the successor of our family is taking part in illicit activities involving narcotics!
아주 중요한 사실을 알았구나.,we just learned something very important.
네 덕분에 일이 잘 풀릴 것 같다.,"thanks to you, I feel like things might work out well."
"그런데,",but which servant exactly did you find doing drugs in big brother’s room?
형님의 방에서 마약을 발견했다는 사용인은 누구지?,but which servant exactly did you find doing drugs in big brother’s room?
아…,uh...
얼마든지 말해드릴 수 있지만…,"I can certainly reveal that information to you,"
그 전에 한가지 부탁드릴 게 있어요.,"but before I do, I’d like to request one thing."
뭐지?,like what?
"작은오빠가 가문을 이어받으면,","when you take control of the family,"
저를 호적에서 정리해주세요.,please remove me from the registry.
뭐라고?,pardon?
그건 오히려 너한테 손해일 텐데?,but wouldn’t that put you at a disadvantage instead?
사실 전…,"truthfully,"
이걸 위해서 집으로 돌아온 거예요.,this is why I returned home.
"모두 제가 재산을 얻으려고 왔다고 오해하셨지만,","everyone thinks I came back to claim the inheritance,"
전혀 아니에요.,but that isn’t true at all.
그저 가족들 얼굴을 한 번 보러 온 거니까요.,I merely wanted to meet everyone again since we’re still family.
"이제 사생아라고 손가락질받는 것도,","I’m tired of people calling me names behind my back because I’m illegitimate,"
가족들에게 오해받는 것도 지쳤어요.,"tired of having misunderstandings with my own relatives,"
그리고 무엇보다…,"and most importantly,"
전… 존재하는 것만으로도 가문에 폐를 끼치고 있잖아요.,I’m causing harm to the family just by existing.
피오나 일생일대의 연기,best performance ever
이 사실이 너무 슬퍼요!,this reality saddens me greatly!
전 가문을 아끼니까요!,I care deeply for my family!
피오나…,fiona...
다 이해한다.,I completely understand.
내가 가주가 되면 반드시 널 자유롭게 만들어주마.,"when I become the patriarch, I promise to set you free."
이해는 개뿔.,"completely understand, my ass."
날 전쟁터로 보냈으면서.,he sent me to war.
그럼 이제 내게,alrighty then.
형님의 방에서 마약을 찾은 사용인들의 이름을 말해다오.,now please give me the names of the servants who found the drugs in big brother’s room.
좋아요…,okay...
"사실,","to be honest,"
사용인이 ‘우연히’ 마약을 발견했단 건 거짓말이다.,the servants “accidentally” finding the drugs was a lie.
정확히는 내가 사용인 몇을 매수해서,"exactly speaking, I bribed several servants..."
카인델의 방을 뒤지게 한 것이다.,...and had them search through caindel’s belongings.
매수된 사용인들은 젠에게,the bribed servants told zen...
"방을 청소하다 ‘우연히’ 마약을 발견했고,","...they happened to discover the drugs when tidying up the room,"
또 ‘우연히도’,"and coincidently enough,"
피오나 아가씨께 사실을 들켰다고 증언할 것이다.,testified that miss fiona uncovered the facts herself.
이제 조금 지켜볼까.,time to observe for a bit longer.
그리고 내 예상대로-,and according to my expectations--
자격이 없는 건 네놈 쪽이야!,you’re the one without qualifications!
"아뇨, 형편없는 재능을 가진 형님 쪽이죠!","no, it’s you, dear brother, who lacks talent!"
뭐라고?!,what did you say?!
또 싸우나 보네~,looks like they’re fighting again.
"내 예상대로,","just as expected,"
날이 갈수록 싸움은 격하게 번졌다.,the fights grew fiercer day by day.
"백작 부인은 질려서 저택에 들어오지 않게 되었고,","the countess eventually stopped coming to the manor out of exhaustion,"
젠은 카인델의 잘못을 더욱 부풀리며 소문을 흘렸다.,while zen spread rumors exaggerating caindel’s wrongdoings.
소문은 눈덩이처럼 번졌고 -,"rumors snowballed quickly,"
슬슬 방계들도 카인델의 자격을 의심하기 시작했다.,and distant relatives began questioning whether or not caindel deserved to succeed the family.
"그리고 결국, 카인델이 가문에서 추방당했다.","finally, caindel ended up banished from the family."
젠… 두고 봐라!!,"wait until I get you, zen!!!"
이로써 형제 싸움도 일단락됐고…,"at last, the fight among siblings has reached its end..."
드디어,"and now,"
내 차례가 왔네.,it’s my turn.
저 안에는,inside this envelope...
그린 가문의 불법적인 사업을 고발하는 문서가 들어 있다.,...are documents exposing house gruin’s involvement in illegal business practices.
이걸 황궁의 재무 부서로 보낼 생각이다.,I plan to send this to the financial department of the imperial palace.
젠가 같은 집의,"by pulling the final block holding together house gruin,"
마지막 블록을 빼서-,"by pulling the final block holding together house gruin,"
탑을 완전히 무너트릴 차례다.,it’s time to bring the tower crashing down.
