hangle,first_translate
마시자!,let’s drink!!!
황태자 때문에 너무 짜증 나서 기분 전환을 꼭 해야겠어!!,I need something to take my mind off things! that jerk is really getting on my nerves...!
달다.,it's sweet...
"피오나, 있어?","fiona, are you there?"
…술 냄새.,is that alcohol I smell?
술 마셨어?,have you been drinking?
이제 막 목만 축인 수준이야.,this is just the beginning!
본판은 지금부터 시작이라구!,the real party starts now!
"들어와, 오랜만에 같이 마시자.",come join me. let’s have some drinks together for old times’ sake.
이 녀석…,siegren...
1. 혼자 방에서,drinking alone...
2. 술을 마시면서,in his room...
3. 아무렇지도 않게 같이 마시자고 방에 들이다니,and inviting someone else over like it was nothing...
대체 어디까지 무방비할 셈이야?,when will he learn how to protect himself from others?
너는…,wait...
뭐 할 말 있어?,do you want to tell me what happened?
아무것도 아니야…,"no, it’s nothing..."
아무것도 아니긴.,really?
타이가 왜 이래?,your tie looks all messed up.
멱살 잡고 싸움이라도 했어?,were you fighting or something?
비슷해.,more or less.
사교계 데뷔 첫날부터 멱살잡이라니!,a fight?! but this is your first day out in public as a member of high society!
얘가 그럴 애가 아닌데…,that doesn’t sound like him at all...
"아니, 맞나?",or does it?
"누, 누구랑?",but w-with whom?
별거 아냐.,nobody important.
…피오나.,fiona...
응?,huh?
"어두워서 잘 안 보여서 그런데,","it’s hard to see because it’s dark,"
미안하지만 네가 좀 풀어 줘.,but could you untie this thing for me?
시그렌은 어릴 적부터 목에 뭔가 닿는 것 자체를 싫어했지.,"even when we were young, sieg always hated having anything around his neck."
알겠어.,okay.
이 정도야 뭐…,of course...
어라?,hm?
왜…,why do I feel so nervous about this...?
뭔가 분위기가 묘하네…,there’s such a strange atmosphere right now...
빨리 풀어버리자.,I’ll get it done quickly then.
다 됐다.,all set.
이제 마시자!,now let’s go back inside and continue our little party!
너 잘 취하니까 천천히 마셔라.,take small sips since you’re not good with liquor.
그러고 보니까 누구랑 싸운 거야?,"by the way, who did you end up fighting?"
황태자.,prince harzen.
진짜로?!,seriously?!
…생각보다 짜증 나는 인간이더라고.,he turned out to be more annoying than expected.
그건 그래. 진짜 별로더라.,I know exactly what you mean.
혹시라도 그 녀석 옆에는 절대 가지 마.,stay away from him no matter what happens.
그럴 거야.,alrighty.
개인적으로 부딪힐 일이 없기를 바랄 뿐…,I hope we don’t run into each other again--
엥?,huh?
"시그렌, 너 얼굴이 두 개야.","siegren, why do you look like two people?"
취했군.,you must’ve gotten drunk already.
안 취했…,I’m fine...
천천히 좀 마시라고 했는데.,I told you to pace yourself while drinking.
남의 속도 모르고 잘도 자는군.,how can you sleep without any worries?
가끔,"sometimes,"
네 머릿속을 열어 보고 싶다는 생각을 해.,I wish I could open up your head and read your thoughts.
"내게 아무것도 바라지 않으면서,",what makes you care for me even though you never ask anything of me?
처음 만났을 때부터 줄곧 날 아끼는 이유가 대체 뭘까.,"ever since we met, you've treated me well despite knowing I'm not related by blood."
대가 없는 애정은 없을 터인데…,"after all, nobody gives affection without expecting something in return..."
난 아직도 너를 잘 모르겠어.,"to be honest, I still don’t understand you very much."
"너는 특별히 소중한 것도, 바라는 것도 없어 보여.",nothing seems particularly precious or desirable to you.
꼭 어디에도 뿌리를 내리지 못한 채 떠도는 민들레 홀씨 같아.,you remind me of dandelion seeds floating aimlessly through the air without ever taking root anywhere.
언젠가 너도,I only hope...
무언가 원하는 걸 찾으면 좋겠는데.,"...that one day, you find something worth wanting."
"그래도,","until then,"
적어도 지금만큼은 제일 행복한 꿈을 꾸기를.,at least may you dream happy dreams tonight.
나의 가장 소중한 소녀.,my dearest girl.
"공작님,","your grace,"
시그렌이 황궁에서 따돌림당하면 어쩌죠.,what if siegren gets bullied at the royal palace?
그 녀석이 따돌림 좀 당한다고 신경 쓸 성격이더냐.,he wouldn’t give a damn even if they tried bullying him.
"황자로 인정받아 정식으로 황궁에 잘 들어간 녀석 걱정하지 말고,","stop worrying about him. after all, he has officially become part of the imperial family."
곧 시작할 5 가문 간담회를 생각하거라.,start thinking about the upcoming meeting among the five families instead.
5 가문 간담회.,meeting among the five families?
제국의 대표적인 개국 공신 가문들이 정기적으로 여는 회의다.,it refers to regular meetings held by the founding families of the empire.
후우.,haa...
그래도 계속 시그렌이 걱정된다구.,but I’m worried sick about siegren...
저곳이 간담회가 열리는 저택인가?,is that where the meeting takes place?
이때의 나는 몰랐다.,"back then, I had no idea..."
간담회에서 벌어지는 일로 인해,...the events that would unfold during the meeting...
원작의 여주인공 유니스를 만나게 되고,"...would lead me to meet eunice, the original story’s heroine,"
생각지도 못한 사건에 휘말리게 된다는 것을.,as well as drag me into unexpected incidents.
