hangle,first_translate
시그렌과 난 어릴 적부터 매일 붙어 다녔고,siegren and I have been inseparable since we were young children...
우리가 며칠 이상 떨어져 있던 건 이번이 처음이었다.,this is our first time being apart for more than just a few days.
그래서 그런가?,is that why he looks different now...?
"어쩐지 키도 조금 더 큰 것 같고,",I think he’s gotten taller too...
"자세도 늠름해진 것 같고,",and his posture seems better as well.
헤어졌을 때보다 시그렌이 좀 더 어른스러워진 느낌이야.,it feels like siegren has become even more mature compared to when we parted ways last time.
"마, 맙소사",g-goodness me!
저걸 어떻게 잡은 거지?,how did they manage to catch such a beast?
저렇게 큰 마물은 처음 봐.,that dragon must be at least three times bigger than any other one I’ve ever seen before!
맨 앞에 말을 탄 청년이 잡은 건가?,did the man on horseback capture it by himself?
그렇지,of course not.
"피오나,","fiona,"
저게 바로 네게 보여주고 싶었던 거다.,this was what I wanted you to see all along.
네에?!,really?!
용 잡아서 보여 주겠다는 게 진담이었어요?!,were you serious about slaying dragons?!
"당연하지. 아무리 너라도 용은 본 적이 없을 테니,",of course!  even someone like you wouldn’t know how to kill them.
실컷 보거라.,now take your time looking at this beauty.
이런 일을 자꾸 피자 사왔으니 먹어볼래?,do you want some pizza while you’re at it?
수준의 어조로 말하지 마요!,stop talking down to me!
시그렌이 잡느라 고생 좀 했겠네요…,catching something so big must've taken quite a bit of effort from siegren...
어쨌든…,"in any case,"
이걸로 시그렌의 모습은,the people will remember him clearly after seeing this sight.
수도의 백성들에게 똑똑히 기억되겠지.,the people will remember him clearly after seeing this sight.
하루라도 빨리 자리를 잡아야 하는 시그렌에겐,"for someone like siegren who needs to establish himself quickly,"
나쁘지 않은 연출이다.,this isn’t bad publicity at all.
"딱 하나,",but there’s only one problem here...
문제가 있다면…,but there’s only one problem here...
난 이런 장면을 쓴 기억이 없다는 거다.,I don’t recall writing anything like this into my story.
나비 효과 라는 게 있지.,"as goes the saying “the butterfly effect,”"
만약 이렇게 내가 예상하지 못한 상황이 계속 일어난다면…,"if unexpected events continue happening like this,"
나비의 날갯짓이,a single flap of its wings could bring forth a hurricane.
태풍을 불러오게 된다면 어떡하지?,then what would happen if things get out of control?
"내가 알고 있는 이 이야기가,",my knowledge of this story might change completely...
내가 모르는 전개로 전부 뒤바뀔 수도 있어.,...into a plotline I’m unfamiliar with.
"어, 피오나 아가씨!",lady fiona!
피오나 아가씨~!!!,lady fiona!!!
건강하시군요!,you look healthy!
뵙고 싶었습니다!,it’s great to finally meet you!
이 녀석은 아가씨 때문에 울기까지 했다고요!,this little boy cried because he missed you so much!
뭐야?,huh?
아는 사이인가 봐.,they seem to know each other.
"아가씨, 인기 많은데~",looks like lady fiona is popular among the kids!
"아벨, 저 이만 갈게요!","abel, I’ll head back now!"
행렬이랑 같이 안 돌아가고?,not going with the procession?
걸어서 갈래요.,"no, I’d rather walk."
창피해!!,shameless!
쳇.,tsk.
뭐가 행렬이고 각인이야.,what kind of nonsense is this parade anyway?
망할 스승이 안 시켰으면 이런 짓 안 했어.,I never would’ve done this had master not ordered me to do so.
보나 마나 내가 싫어하는 모습을 보고 즐거워했겠지.,obviously she enjoyed watching me suffer through this ordeal.
이런 걸 할 바엔 다른 걸 하고 싶다고.,"rather than doing stuff like this,"
예를 들면 얼른 피오나와…,I wish I could spend quality time with fiona--
시그렌.,siegren.
…피오나…,fiona...
오랜만이야.,long time no see.
당분간 여기서 묵는 거 맞지?,"so you really are living here for the time being, right?"
저녁 식사 시간에 없어서 걱정했어.,I got worried when I didn’t find you during dinner earlier today.
…맞아.,yep.
진짜 피오나다.,it’s really her.
꿈이 아니야.,this isn’t a dream anymore.
젖은 것 같은데.,are you wet?
밖에 비 와?,has it started raining outside already?
꽉 껴안고 싶어.,I wanna hug her tightly.
널 다시 보기 위해 어떤 노력을 했는지,do you know how hard I worked...
넌 알고 있을까.,...in order to see you again?
"받아, 시그렌.","let go, siegren."
아무리 봄이라도 계속 젖은 채로 있으면 감기 걸려.,"even though it’s springtime, you can still catch a cold if you stay soaked like that."
확실히 말려야 해?,do I need to dry myself off properly then?
앗!,ah!
에잇.,geez.
의자에 앉아봐.,go sit over there.
그냥 두면 대충 말라.,just leave yourself alone and let nature run its course.
가만있어.,stay put.
혼자 두면 또 대충할 거 알아.,I know you won’t listen otherwise.
정말 가만 놔둘 수가 없어.,I seriously cannot trust you sometimes.
괜히 내가 매일 따라다닌 게 아니라니까.,that’s exactly why I followed you around everywhere.
이 녀석…,this guy...
…일부러 이러는 건가?,is he trying to make fun of me or something?
그 시각 피오나,"meanwhile, fiona"
"그러고 보니 시그렌,","come to think of it,"
나 떠나기 전에 말도 안 걸고 그러지 않았나?,"siegren barely talked to me before I left, right?"
아직도 화난 건 아니겠지?,"he’s not mad at me anymore, is he?"
"…그러고 보니까 화난 것 말고도,","wait, aside from getting angry,"
그런 일도 있었지…….,there was another thing that happened...
막상 떠올리니 좀 어색한데.,it kinda feels awkward thinking about it now.
그냥 없었던 일로 했으면 좋겠다.,I hope he forgot about it altogether.
―그러고 보니까 시그렌~,"by the way, siegren."
"용, 잡는 거 힘들지 않았어?",wasn’t catching that dragon difficult?
별로.,not particularly.
다행이네.,that’s good.
사실 넌 앞으로 그거보다 강한 용과도 더 싸울 예정이란다…,"to tell you the truth, you’re gonna fight against stronger ones later on..."
이야기가 내가 쓴 대로 흘러간다면 말이지.,at least according to the original storyline.
"자, 이제 됐어.","okay, that’s enough drying."
"일어나도 돼… 는데,",you may stand up n-- wait.
잠깐만?,hold on.
"아, 새삼 좀 기특하네.","oh wow, I feel proud of him somehow."
그 조그맣던 애가 커서 용을 다 잡다니.,can you believe that tiny kid grew up to hunt dragons?
그 표정은 뭐야?,why are you staring at me like that?
시그렌.,siegren.
"좀 늦은 감이 있지만,","I know it’s late,"
정말 수고했어.,but thank you very much.
대단해.,you truly amaze me.
헤헷. 그럼 너도 피곤할 텐데 이만…,"aww, thanks. but aren’t you tired too? maybe you should--"
응?,hm?
"시그렌, 이러면 갈 수가 없-","siegren, stop holding onto m--"
―는데…?,me...?
