hangle,first_translate
각하가 굳이 여기까지 온 이유라면….,if his grace came all this way here...
그야 당연히 피오나 아가씨를 걱정해서죠.,"it’s because he was worried about lady fiona, of course."
걱정이요?,worried...?
그걸 믿을 바에는 차라리 내일 세계가 멸망한다는 말을 신뢰하겠어요.,I’d sooner believe that the world will end tomorrow than think that his grace is capable of worrying for someone else.
뭐…. 각하께서 워낙에 성격이 배배 꼬인 분이니까요.,well... you know how complicated his personality can get sometimes.
그러니까요. 솔직히 성격도 좋은 편은 아니잖아요.,"exactly. I mean, let's just say he isn’t exactly known for being kind or anything like that."
매우 나쁘죠. 표현하는 방법은 더더욱 꼬였고요.,"in fact, he has quite a bad temper. not only that, but he also tends to express himself rather crudely at times."
그래서 여러모로 알기 힘들겠지만….,"that said, although it may seem hard to understand him due to these traits,"
이번에는 진짜로 아가씨를 걱정해서 온 게 맞습니다.,"this time around, he really did come out of concern for her ladyship."
애초에 피오나 아가씨에게 집행까지 시킬 생각이 없었을걸요?,"to begin with, I don’t even think he had any intention of making lady fiona carry out such a task."
진짜요? 그냥 감시하러 온 게 아니라요?,really? so he didn’t send me here to keep watch over her?
각하는 감시가 필요한 사람에게는 애초부터 일을 맡기지 않는답니다.,his grace doesn’t assign tasks to people whom he feels need supervision from others.
"어쨌든,","at any rate,"
피오나 아가씨는 좀 더 자신감을 가지셔도 괜찮습니다.,lady fiona would do well to have more confidence in herself.
…각하께서 정확히 무슨 생각이신지는 잘 모르겠지만요.,not that I’m entirely certain what his grace thinks of her yet...
"…뭐, 곧 알게 되겠죠.",but we’ll find out soon enough.
"전 따뜻한 마실 거라도 사 올 테니,","while I go buy us some hot drinks,"
마저 만들고 있으세요.,finish up your snowman.
…네.,alright...
걱정…….,concerned...
으음…. 지금 깊이 생각해봤자야.,mm... there’s no use thinking too much into things right now.
시그렌이랑 놀기나 해야지.,let’s play with siegren instead.
"시그렌,","siegren,"
머리랑 몸통이랑 합치고 싶은데 도와줄래?,can you help me put together my snowman’s head and body?
…그래.,okay...
됐지.,done.
고마워.,thanks.
매끈매끈하게 만들어줘야지~,"now, let’s make him nice and smooth."
피오나.,fiona.
넌 앞으로 어떻게 할 거야?,what are you going to do after today?
글쎄. 당분간은 지금처럼 살겠지?,well... probably continue living as usual until further notice.
그…게 아니라….,n-no... I wasn’t asking--
시그렌?,siegren?
…거야?,then...?
응?,huh?
뭐라고 했어?,what were you saying?
…올 거냐고.,are you coming back?
만나러 올 거냐고!,"you’re gonna visit me again, aren’t you?!"
어…. 뭐를?,uh... why?
"만나러 올 거냐고,",why?! are you going to see me again?
나를!,me!!
그러니까 지금….,"wait, does that mean..."
시그렌이 자길 만나러 올 거냐고 물은 거지?,he wants to know if I'm planning on visiting him again?
시그렌-,siegren...
됐어….,forget it...
곤란하게 하려던 건 아니었어….,I didn’t want to burden you anyway...
어차피 당시의 넌 단순히 동정심이었겠지.,I guess you felt sorry for me then.
알고 있다고.,I already knew that.
내가 괜한 말을-,I shouldn’t have asked--
아니야! 만나러 갈 거야!,no! I am going to visit you!
"소, 손….",my hand...
매일매일 올게!,every single day!
그렇게 무리해서 올 필요는 없거든….,there’s no need to push yourself that far though...
"괜찮아, 먼저 친하게 지내자고 한 건 내 쪽이었잖아?","don’t worry, since I was the one who suggested becoming friends first,"
"그러니까,",I promise...
반드시 만나러 올게.,...that I'll definitely come to meet you every chance I get.
알겠지?,got it?
"왜, 왜 대답이 없지?!",wh-why isn’t he answering me?!
내가 이상한 소리를 했나?,did I say something wrong?
아~ 어색해. 양이나 세자.,aah... this is awkward. sheep or prince?
양 한 마리…. 양 두 마리….,one little lamb... two little lambs...
피오나.,fiona.
당분간은…. 네가 날 만나러 와야 하겠지.,from now on... you’ll have to come visit me.
당연하지.,of course.
그거야 시그렌이 헤일론 성으로 올 수는 없으니까.,"I mean, it’s not like you could ever leave airelle manor to come to haillon castle."
하지만 언젠가는,"but someday,"
내가 널 만나러 갈 수 있도록 노력할게.,I’ll try harder so that I can come visit you myself.
"그, 우린 친구인데 항상 너만 날 보러 오는 건 불공평하잖아.",i-it wouldn’t be fair if you always had to come see me when we’re supposed to be friends.
힘들기도 할 테고.,"and besides, traveling must be difficult for you."
…내가 머무르고 있는 헤일론 성은,"the place where I reside, haillon castle,"
아무나 함부로 들어올 수 없는 장소다.,isn’t somewhere anyone can enter freely.
"그곳에 오겠다는 건,",going there would mean...
적어도 헤일론 영지에서 일정한 위치로 올라가겠다는 뜻.,...rising through the ranks within house haillon.
그것도,all of which...
날 만나러 오기 위해서.,...would be done solely for the purpose of meeting me.
"물론 난 아무것도 가진 게 없는 고아니까,","of course, seeing as how I’m nothing but a penniless orphan,"
이런 말을 해도 믿을 수는 없겠지만-.,I doubt you'd take my words seriously--
"아니야, 그 말을 믿어.","no, I trust everything you tell me."
시그렌 너는 충분히 할 수 있을 거야.,"I truly believe you can achieve whatever you set your heart to, siegren."
그뿐만 아니라…,"on top of that,"
너는 언젠가….,I’m positive that one day...
분명 아주 많은 것을 가지게 될 거야.,...you’ll gain many wonderful things.
성장한 그는 훗날 눈부신 미래를 맞이하게 될 것이다.,"as he grows older, he shall greet a dazzling future ahead of him."
"부, 명예, 권력,","riches, honor, power,"
그리고….,and most importantly...
마음의 상처를 치유해 줄 사랑스러운 연인이 있는 행복한 삶을.,...a happy life filled with love from a partner who heals the wounds of his past.
내가 약속할게.,I swear it.
"아니, 내가 그렇게 될 수 있도록 도울게.","or better yet, I vow to help you reach those goals."
너의 상처를 본 순간 그렇게 다짐했으니까.,I made that oath the moment I saw your scars.
이건,here.
그럼 마저 눈사람 만들자!,"now, let’s finish our snowmen!"
그래….,right...
내가 진정으로 시그렌의 친구가 된 어느 겨울날의 일이었다.,"it happened during winter, shortly after I became close friends with siegren."
-그리고 여러 날이 지나….,several days passed by...
5년 뒤.,five years later
아으으….,arghh...
내가 미쳤지.,I’ve lost my mind.
왜 헤일론을 추운 지방으로 설정해서는.,who thought setting haillon in such a cold region was a good idea?
"끝나지 않는 겨울이라니, 말이 돼?",an endless winter? give me a break!
추워!,it’s freezing outside!
"헤일론에 온 지 5년이 지났는데,","it’s been five whole years since I arrived in haillon,"
여전히 추위와 사투를 벌이게 된다니까.,yet I still struggle against the harsh winters.
나는 18살이 되었다.,I turned 18 recently.
