hangle,first_translate
"피오나,","fiona,"
아벨이 오늘 네 소개도 정식으로 할 생각이래?,does abel plan on introducing you today as well?
아닌 걸로 알고 있어.,I don’t think so.
난 다음에 한다고 말하더라고.,he said  that would happen next time.
그래…,okay...
"널 에스코트하고 싶은데,",it’s too bad I won’t get to escort you tonight.
아쉬운 일이야.,that's unfortunate.
헤일론에서 실컷 했잖아.,but we did plenty back home.
흥.,hmph.
둘 다 아주 여유가 넘치는 군.,they’re both very laid-back about this.
"꼬맹이들, 소꿉놀이 시간은 끝났다.",kids... playtime is over now.
"두 번째 돌멩이, 넌 알아서 굴러가고.",the second pebble will roll away by itself.
첫 번째 돌멩이는 나와 함께 간다.,and the first one comes with me.
돌멩이?,a pebble?
"네네, 첫 번째 돌멩이 굴러갑니다…","yup, here goes the first pebble--"
앗…!,oops...!
바닥에 부딪힌…,sorry if my hand hit your face just then...!
다?!,my face?!
큰 일 날 뻔했네…,that was a close call...
둘 다 고맙…,thank you both...
피오나!,fiona!
조심 좀 해라.,watch where you walk.
…쯧.,tsk...
익숙해질 때까진 날 잡아라.,"until you get used to walking like this, hold onto me."
똑바로 걸어.,straighten up.
우리는 이쪽 마차다.,this carriage belongs to us.
알겠어.,gotcha.
"그나저나, 피오나.","by the way, fiona."
네가 여기 있기로 결정했다고 들었는데.,I heard you decided to stay here.
시그렌 녀석의 꾐에 넘어갔나 보군?,did you fall for siegren’s tricks?
…친구의 슬픔을 모른 척 할 수 없었던 거예요.,I couldn’t ignore his sadness.
"헤일론 가문을 이어받아야 하는데,",but shouldn’t you return to house haylon since you’ll inherit its title someday?
이렇게 물러서야 되겠나.,isn’t that why you came all the way out here?
헤일론 저 안 주셔도 괜찮은데요.,you can keep house haylon for yourself.
그런 얘기나 하고…,stop saying things like that...
넌 내가 왜 하필 너를 택했는지 궁금해하지도 않는구나.,aren’t you curious why I chose you specifically?
그야 내가 아벨의 사정을 알고 있으니까.,of course not because I know what abel wants.
"아벨은 황실의 방계 핏줄로,","as a distant relative of the imperial family,"
황제를 매우 싫어한다.,abel hates the current emperor.
현 황제는 젊었을 적,"when the emperor was young,"
"자신을 위협할 만한 혈육은 전부 죽이거나 쫓아냈고,",he killed or chased off anyone whose bloodline threatened him.
아벨의 가족 또한 그 피해자였으니까.,abel’s family were among those victims.
만약 아벨이 자식을 낳는다면,"if abel has children,"
"그 자식 또한 황실의 핏줄이 되고,",then they’d also have royal blood flowing through their veins.
멀더라도 계승권을 가지게 되니…,"even though they wouldn’t stand much chance of inheriting the throne,"
"괜한 견제를 받거나,","there could still be unnecessary conflict,"
그 이상으로 아이의 목숨이 위협받는 상황을 만들기 싫은 거겠지.,"or worse yet, threats against the child’s life."
피오나.,fiona.
어쨌든 이제부터 네 이름은,"from now on, your name is officially..."
‘피오나 헤일론’ 이다.,...fiona heilon.
…알겠습니다.,alright...
좀 더 기뻐해 보거라.,try sounding happier than that.
그리고…,and...
나를 아버지라고 불러 보거라.,call me father from now on.
끈질겨요.,how persistent.
"―여러분, 들으셨어요?","ladies, did you hear?"
오늘 그 ‘사생아’가 등장한다죠?,"apparently, “that bastard” appears before everyone today."
"쉿, 말조심하세요.","shh, watch how you speak."
폐하께서 정식 황자로 임명한다는 소문이 있으니까.,rumor says his majesty plans to make him into an official prince.
"듣자 하니, 무척 잘생기신 분이래요.",I’ve been told he’s quite handsome.
"어머, 저는 굉장히 험상궂은 분이라 들었는데요?",really? but I thought people say he looks rather rough around the edges.
하긴 그 척박한 헤일론에서 왔다고 하니까요.,maybe because he grew up in such harsh conditions within house haylon.
"그러고보니,","come to think of it,"
헤일론에는 강하지만 매우 잔혹한 마법사가 산대요.,house haylon does have a powerful but brutal mage living there.
다 죽여버리겠다!!,I’m going to kill them!!!
맞아요! 화가 나면 폭풍이 휘몰아친다 들었어요.,"exactly! apparently, storms rage when she gets angry."
"프리실라 영애,","lady priscilla,"
영애는 이 이야기를 어떻게 생각하세요?,what do you think about these rumors?
글쎄요.,not sure.
뭐가 되었든 일단 보고나서 결정해야 할 일이 아닌가요?,let’s wait until we see him ourselves before deciding anything.
"역, 역시 그렇죠?",i-isn’t that right?
저도 그렇게 생각했어요…!,that’s exactly what I thought...!
하지만…,but...
"안 그래도 최근 하급 귀족의 딸이 성녀로 증명되어 소란스러운데,","with news spreading recently about some low-ranking noblewoman being declared a saintess,"
사생아인 황자라니요.,now we have a bastard son appearing as a prince.
떠드는 소리가 너무 요란해 머리가 아플 지경이네요.,all these rumors are giving me headaches.
"그쵸, 그쵸!",right?!
호오.,oho.
저 청년이 소문의 그 사생아인가 보군.,that must be the bastard everyone keeps talking about.
아벨 헤일론 공작이 함께 있잖아?,duke abel heilon is standing beside him.
헤일론 가문이 저 청년을 지지한다는 소문이 사실인 모양이야.,seems like the rumor about house haylon supporting him really is true.
당당하게 있어라.,be confident.
…네.,okay.
어쩜! 늠름하신 분이었네.,oh wow! look at how dignified he seems.
얼굴에서 빛이 나요…,he radiates light from head to toe...
"프리실라 영애, 저 청년에게 관심이 있으신가 봐.","do you take interest in that man, lady priscilla?"
"어, 설마.",n-not at all.
지금 나랑 눈이 마주친 건가?,"wait, did our eyes meet just now?"
예쁜 언니가 날 봐줬어~,an older beauty looked at me!
"…가 아니라,",nope.
어디 보자.,let’s see...
귀족 영애 사이에서 군림하는,"long red hair,"
적갈색 머리카락의 미인이라면…,reigning supreme amongst other ladies...
"악역, 리비아 프리실라잖아?","that makes her none other than the villain, livia priscilla."
리비아 프리실라.,livia priscilla.
