hangle,first_translate
파트너는 시그렌이냐?,is siegren  going to be my partner for tonight’s ball?
아직 물어보지는 않았어요.,I haven’t asked him yet.
그럼 나군.,then I’ll do it.
공작님에게 해 달라고 한 적 없는데요?,"but father, you never said anything about that before..."
시그렌이 아니면 나밖에 없지 않느냐.,"well, if not me or siegren, then who else would escort you?"
하지만 성인이 되어 보호자와 가는 건 촌스러운 일이잖아요.,it’d look childish  if I went with my guardian now that I’m grown up.
촌스러운 일 좀 하면 어떠냐.,what’s wrong with being a little childish every once in a while...?
내가 네 아비인데.,I am your father after all.
아벨…,abel...
감동했지?,didn’t I just melt your heart right there?
그러면 아버지라 불러 보거라.,"if so, why don’t you call me “father” instead of “your grace?”"
…됐어요.,fine...
내 감동 돌려내.,give back what belongs to me.
피오나 영애다.,lady fiona is here.
아벨 공작과 함께 왔어.,she came with duke abel.
우선 주최자께 인사를 드려야 하죠?,we must go greet our host first.
그래.,right.
내키진 않는다만.,not that I want to though.
아… 아벨은 황실과 사이가 나쁘지.,o-oh...! abel isn’t on good terms with the royal family.
어머.,my goodness.
설마 공작이 여기에 올 줄은 몰랐군요.,I didn’t think his grace was coming today.
"모처럼 초대해 주셨으니,",this is such a rare invitation from her majesty herself.
응하는 게 도리 아니겠습니까.,of course we had to come.
곁에 있는 아가씨는 누구죠?,and may I ask who this young lady beside you might be?
황후 폐하를 뵙습니다.,your majesty.
피오나 헤일론이라고 합니다.,I’m fiona haylon.
"아아,","ah yes,"
그 소문이 자자한.,the one everyone has been talking about lately.
헤일론 공작의 양녀라던데.,"you’re duke haylon’s adopted daughter, aren’t you?"
"양아버지와 파트너를 하다니, 드문 일이구나.","that’s quite unusual, having your adoptive father as your partner for the night."
아직 제 눈에 차는 상대가 없기에.,it’s because no other man caught my eye yet.
"와, 코앞에서 이런 말을 들으니 부끄러워.","haha, how embarrassing hearing something like that out loud."
양녀를 무척이나 아끼는군요.,her grace seems very fond of you.
보아하니 제가 피오나 영애에 대해 들은 소문은 전부 오해였나 봅니다?,"from what I see, everything people say about you appears to be false rumors."
예.,indeed they are.
제가 모르는 걸 보니 신경 쓸 가치가 없는 이야기인 게 분명하군요.,"as long as you know nothing about them, those stories shouldn’t concern you at all."
고아하신 황후 폐하마저 그런 소문에 휘둘리고 계신 건 아니길 바랍니다.,I hope even someone as kind-hearted as yourself wouldn’t fall prey to baseless gossip.
공작의 그 당당한 태도는 몇 년 동안 똑같군요.,duke abel still hasn’t changed much over these years.
"정말로, 늘 변함이 없는 분이에요.","no matter when, he always remains himself."
어떻게 나이를 먹어도 여전히 건방지니? 라는 말 아냐?,"or maybe she meant, “how could he remain arrogant despite growing older.”"
황후 폐하는 뵐 때마다 괄목하게 되는군요.,"every time I meet you, I can’t help but feel amazed by you."
고귀한 분답게 세월의 흐름을 순순히 받아들이시는 모습이 보기 좋습니다.,"it’s wonderful seeing you accept aging gracefully, unlike most others."
너 많이 늙었다? 라는 말이잖아.,"maybe she actually meant, “you’ve aged a lot since last time,” huh?"
괜히 아벨이 중앙에서 지원을 못 받는 게 아니었어.,now I understand why abel doesn’t get any support from central pandora.
가시방석이야~,talk about awkwardness...
―잠시 실례하겠습니다.,excuse me for interrupting--
시그렌 황자.,prince siegren.
"시그렌 황자,","prince siegren,"
이야기 중 끼어들다니 무례하군요!,interrupting us mid-conversation is rude!
사과 드리겠습니다. 황후 폐하.,"I apologize, your majesty."
피오나 영애.,lady fiona.
예?,yes?
같이 시간을 보내는 걸 허락해 주겠나.,do you allow me to spend some time with you?
날 빼주려는구나.,so he wants to take you away from me.
안 됩니다.,I won’t let you have her.
아벨?,abel?
영애의 의견은?,why don’t we hear what the lady thinks?
…물론입니다.,of course...
영광이군.,an honor indeed.
"시, 시그렌?!",s-siegren?!
"뭐지, 이 유혹당하는 느낌은?!",wh-why does it seem like he’s trying to seduce me?!
"그럼,","with that said,"
이만 실례하겠습니다.,"please excuse us, your majesties."
"시그렌,","siegren,"
너 뭐 잘못 먹었어?,are you alright?
뭐가?,alright? what do you mean?
아까 그 태도 말이야.,I’m referring to how you acted earlier.
내가 어떤 태도였는데?,like how?
이걸 뭐라고 말해야 하나.,I-I don’t know how to put this into words...
네가 날 홀리는 느낌?,it felt like you were flirting with me.
하지만 손등에 입을 맞추는 건 사교계에서는 늘 있는 일이고…,but kissing hands is common practice among nobles...
피오나.,fiona.
다른 놈들이 널 쳐다보고 있어서 일부러 그랬어.,I did that only because many men were staring at you.
이제야 내 태도가 좀 눈에 들어오나 봐?,only now do you notice my behavior toward you?
아.,oh...
오늘따라 정말 이상하네…,there really is something strange about you today...
피오나.,fiona.
응?,yeah?
넌 여기 왜 남은 거야?,why did you stay behind?
저번에 네가 곁에서 도와달라고 했잖아.,"last time, you told me to stick close to you."
기억하고 있어.,I remember.
하지만 내 부탁이라면 다 들어줄 생각이야?,but will you listen to whatever I tell you?
내가 할 수 있는 거라면.,as long as I can do it myself.
네가 할 수 있는 거라…,as long as you can do it yourself...
또 타이가 답답한가… 풀어줘야지.,let me loosen your tie again.
"그럼 피오나,",fiona.
응?,yeah?
왜 내 부탁을 들어주려는 거야?,why are you willing to grant my wishes?
"그야,","well,"
"앗,",whoops.
다 풀었다.,all done.
네가 소중하니까…,it’s because you’re precious to me...
"시, 시그렌?",s-siegren?
너…… 진짜.,seriously...
정말 사람 헷갈리게 하는 데 일가견이 있어…,you’re too good at confusing people...
헷갈리게 한다니?,confusing people?
됐어.,forget it.
네가 자꾸 그러니 나도 마음대로 할 거야.,"since you keep doing things like that, I’ll also act however I please."
…피오나.,fiona.
내일모레 거리에서 큰 야시장이 열린대.,a big midnight market is opening downtown tomorrow evening.
"아, 정말?",really?
재미있겠다.,that sounds fun.
"우리, 만나자.",meet me there.
너랑 단둘이서만 외출하고 싶어.,I wanna hang out alone together. just the two of us.
