hangle,first_translate
참내….,good grief...
용병 다루는 법 같은 걸 왜 물어보는 거야?,why are you asking me how I handle my men?
응?,huh?
"아, 공작님이 시키신 일 때문에.",it’s because his grace asked us to do something for him.
난 용병 쪽은 잘 모르니까 물어본 거야.,"I don’t know much about dealing with mercenaries, so that's why I’m asking."
"아니,",no... wait.
그러니까 공작이 뭘 시켰다는….,what did duke abel ask you guys--
윽!,oof!
이 마차는 왜 갑자기 서는 거야.,why is this carriage stopping all of a sudden?
"시그렌, 이거 봐봐!",siegren! look at this!
도착했어.,we’re here.
제4 성벽이야.,this must be the fourth wall.
바로 아벨이 시킨 일을 하러 가야겠어!,let’s get going right away since we have work to do!
"응? 무슨 일이야, 시그렌.","hm? what’s wrong, siegren?"
이 마차는 높이가 높은 편이야.,the step down from this carriage is pretty high.
그렇게 내려갔다간 넘어진다.,"if you jump off like that, you’ll fall over."
"잡고, 조심해서 내려와.",take hold of my hand and come down slowly.
아하하.,haha.
왜 웃는 거야.,what are you laughing about?
미안.,my bad.
피오나 그린은,fiona green...
나 같은 낯선 소년에게도 잘해주는 이상한 여자애다.,...is such a strange girl who treats even someone as unfamiliar as myself nicely.
아직도 그 상냥함과 다정함은 못 믿겠지만,"even though her kindness still feels unbelievable,"
피오나에게 보답하고 싶다는 마음 정도는 있다.,at least I want to repay her somehow.
"잡아줘서 고마워,","thanks for helping me out, siegren."
시그렌.,"thanks for helping me out, siegren."
"아주 조금씩, 이런 사소한 행동이라도 하면","maybe if I keep doing these small acts little by little,"
언젠가 갚을 수 있지 않을까.,I might eventually pay back everything she has done for me someday.
"…문득, 그런 생각이 들었다.",that thought suddenly crossed my mind.
더 상냥한 사람이 되고 싶다.,I wanna become kinder too.
라고-,I wanna become kinder too.
…이게 정말인가?,is this real?
그럼요.,of course.
공작가의 인장이 찍혀 있을 텐데요.,doesn’t it bear the crest of house abel?
그렇지만 너흰 어린애잖아.,but aren’t you just kids?
말도 안 되는 일이군.,this doesn’t make any sense.
"꼬마야, 헛소리 말고 집으로 돌아가!","go home instead of spouting nonsense, kid!"
4 성벽에는 날 아는 사람이 없으니까 이럴 만도 하지.,"well, no one knows me around the fourth wall anyway, so they’d react like this."
저기요.,excuse me.
"믿든 안 믿든 자유인데,","you can choose not to believe me or whatever,"
당연히 뒷감당은 하실 수 있죠?,but will you take responsibility for your actions afterward?
으음…. 일단 읽어보니,"uh... after reading this document,"
이건 분명히 진짜…군요.,it seems like this really is genuine.
갑자기 존댓말은.,all of a sudden he’s using formal language again.
피오나 그린이라 합니다.,I am lady fiona green.
4 성벽의 불미스러운 일을 처리하라는 명을 받고 왔습니다.,I came upon receiving orders to deal with some unpleasant matters on the fourth wall.
네…그…. 피오나님?,l-lady fiona?
혹시 이게 어떤 불미스러운 일인지는 아는 건지…?,do you happen to know what those “unpleasant matters” are?
당연하죠. 그 서류에 있는 내용은 모두 숙지했어요.,naturally. I’ve read every single thing written in there.
정 못 믿겠다면 거기 있는 내용을 전부 읊을 수도-,"and if you still refuse to trust me, then I could recite its contents aloud--"
"아, 아니요!","a-ah, no!"
아니요!,not necessary!
제가 무엇을 도와드려야 하는지 알려주십시오.,please tell me how I may assist you.
"우선, 병사들이 범죄자를 연행하게 해주세요.","firstly, please let the soldiers arrest the criminals."
두 번째로 마을 광장에 사람들을 모아 주세요.,"secondly, gather everyone together at the town square."
그리고 세 번째로….,and thirdly...
"시그렌, 용병들이 주로 어디에서 모이는지 알아?","siegren, where do most of the mercenaries usually hang out?"
알아.,I know.
성벽 근처에 있는 주점에 항상 모여 있어.,they always meet up at the bar near the walls.
들으셨죠? 주점에서….,did you hear that? at the bar...
이걸로 준비는 됐고….,"with this, preparations are complete..."
어린애라고 무시해도. 일은 잘해주겠지?,he better do a good job despite being a young boy.
…공작이 네게 뭘 시킨 거야?,just what exactly did duke abel order you to do?
"으음, 구체적인 계획이나 용병들의 앞날은…","hmm... judging from their future prospects and specific plans,"
나도 봐줄 생각 없는 데다 아벨의 제스처로 판단하면,"as well as considering that abel isn’t planning to show them mercy either,"
뭔가 신체 일부가 잘리는 형벌이 될 가능성이 큰데….,then chances are they'll receive a punishment involving cutting off parts of their bodies...
아…. 음….,oh... um...
시그렌은 아직 열네 살이다.,siegren is only fourteen years old.
아직은 말하지 말자….,I shouldn’t say anything yet...
…별거 아냐.,it’s nothing big.
공명정대한 판단을 내리고 오라던데.,duke abel told me to give fair judgment.
어차피 안 따라올 거니까 적당히 둘러대자.,"anyway, he won’t follow along, so I guess I’ll just beat around the bush."
어쨌든 같이는 안 갈 거지?,"so you’re not coming with me, right?"
같이 갈래.,I’m gonna tag along.
응?!,huh?!
같이 간다고.,I said I’m tagging along.
내가 따라가면 안 되는 일인 거야?,or am I not allowed to join you?
그건…. 아니지만.,"w-well, it’s not that..."
애들이 보기엔 쪼오끔 잔인할 수도 있어.,kids probably wouldn’t enjoy seeing it ‘cause it’s kinda brutal.
너 내가 전쟁터에서 구르다 온 놈이란 거 잊고 있지?,forget that I used to fight wars already?
"…네가 보았던 흉터도 다 예전 거고, 최근에 당한 건 아냐.","your scars were also ones you got long ago, not recently."
첫 만남이 그래서 못 미더울지도 모르겠지만….,although our first meeting wasn’t very impressive...
이래 봬도 실력이 나쁜 편은 아니거든.,I'm actually quite skilled.
"응, 알아.","okay, fine."
근데 그건 같이 가는 거랑 별개의 일이잖아?,but that has nothing to do with whether I accompany you or not.
어차피 너랑은 상관없는 일 아냐?,"after all, it’s none of your business, right?"
"피오나,","fiona,"
그 뜻이 아니라….,that’s not what I meant...
"…그러니까, 내가 하고 싶은 말은!","in other words, what I mean to say is..."
여차할 때 방패막이 정도는 해줄 수 있다는 뜻이야.,"...that when things get tough, I can act as your shield."
여기 있는 녀석들은 대부분 너한테 호의적이지 않으니까.,most people here aren’t favorable toward you.
그리고 혼자보다는 둘이 낫고….,and two heads are better than one...
… 알아들었으면 빨리 가자.,"now that you understand, let’s hurry up and leave."
어? 어….,h-huh...?
잘은 모르겠지만,"I’m not entirely sure,"
걱정해주는 걸까?,but maybe he’s worried about me.
"뭐, 아니면 할 수 없지만.","well, if not, oh well."
알았어.,"alrighty, then."
