hangle,first_translate
"…그래서,",then...
안 하시는 건가요?,does that mean you won’t get engaged?
약혼.,get engaged...?
약혼이요…,I guess so. people usually do before they marry each other...
"그렇죠, 보통 약혼을 하죠….",I guess so. people usually do before they marry each other...
이제 생각해 봐야겠…내요?,maybe I’ll have to think about this now...
피오나 영애는 늘 여러 의미로 느긋하네요….,lady fiona always seems laid-back in many ways...
얼마 전까지도 헤어지냐 마냐로 고민했는걸…!,"until recently, she was still deciding whether or not to break up with him!"
딱히 급할 것도 없으니까요.,"well, there’s no need to rush anything."
시그렌도 그런걸 염두하고 있을지도 의문이고….,and I’m also unsure if even siegren has marriage on his mind right now...
일단 아벨이 수도로 오지도 않았지.,"not to mention, abel hasn’t come back yet either."
‘저희 약혼할게요!’ 하면 무슨 반응이 나올지도 모르겠고.,"if we tell everyone “we’re getting married!” without discussing things first, who knows how he might react?"
8시 이후 시그렌       출입 금지,siegren forbidden from entering after 8 p.m.
곧 출입 금지 시간이군.,it looks like my time here is almost over.
돌아갈게.,I’d better head home.
왜 착실하게 지키는 거야?!,why does he follow these rules so diligently?!
8시가?!,the ones about being out by eight o’clock!!
중학생들이냐고,is he some kind of middle schooler?!
그런데 생각해 보니,"but when I really think about it,"
시그렌이 나하고 결혼하면…,when siegren and I get married...
누가.,that would make her...
네 장인이지?,your mother-in-law.
무슨 생각해요?,what are you thinking about?
황태자와 황후가 없는 평화로운 사교계.,a peaceful life among the nobility where neither the crown prince nor the empress exist anymore...
아….,oh...
…일단 시그렌한테 이것부터 괜찮은지 물어봐야지.,"first off, I should ask siegren what he thinks about all this..."
여러모로 새로운 고민거리가 던져졌다.,this gives me something new to worry about.
아무것도 아니에요.,"no, nothing at all."
"뭐야,",huh?
"케인 에레즈가 쩔쩔매고 있고,","cain ereze is flustered,"
그 앞에 선 건 대여섯 살은 차이 날 10대 후반의 소녀…,while standing opposite him is a girl probably around ten years younger than him...
누구지?,who could she be?
척 봐도 보통 신분은 아닌데.,"at one glance, I can see that she isn’t just anyone ordinary."
얼굴을 아는 귀족 영애도 아니다.,nor is she any noble lady whose face I recognize.
설마….,wait a minute...
'전 애인' 같은 건 아니겠지?,do you think she's someone he used to date?
진짜라면 땅에 고이 묻어주는 게,"if that were actually true, burying them both alive..."
이 세상을 위하는 길이다.,...would be good riddance.
"화, 황자 전하…!",y-your highness...!
이제 훈련 시간이다. 뭘 하고 있지?,my training session starts soon! why haven’t you left yet?
놀라는 걸 보니 진짜 같은데.,"judging by their reactions, maybe it’s true."
"처음 뵙겠습니다,",can I say...
…라고 해도 무방할까요?,“nice meeting you”?
