hangle,first_translate
"오늘도 예뻐, 피오나.",fiona... you look beautiful today as well.
이번에도 머리를 내렸네.,I see  that your hair is down again.
잘 어울려.,it suits you very much.
너 때문에 머리를 내린 거 알고 있지?,do you know why I let my hair down like this?
나?,me? no...
그래!,of course! because of me!
내 담당 하녀가 아직 어리고 순진한 걸 다행으로 알아.,be grateful  that your personal maid is young and naive.
…다음부터는 조심할게.,alright then... I’ll try not to do anything bad from now on.
안 한다는 말은 안 하는구나.,at least she’s willing to change her ways.
아무튼! 앞으로는 조심해줘.,"well anyway, please keep yourself out of trouble from now on."
"그래, ‘앞으로’는.","sure thing, but only starting from now."
"시그렌, 왜 웃는 거야?","why are you smiling so widely, siegren?"
후후.,haha...
"황자 전하, 피오나 영애.","your highness, lady fiona."
초대에 응해 주셔서 감사합니다.,thank you for accepting our invitation tonight.
리비아 영애.,lady livia.
저야말로 초대해 주셔서 감사합니다.,"no, thank you for inviting us here."
"두 분,",the two of you must have some drinks first.
한 잔씩 어떠신가요?,this peach cocktail happens to be one of my favorites too.
"저도 즐겨 마시는 복숭아 칵테일인데,",it's sweet and delicious.
달콤하고 맛있답니다.,it's sweet and delicious.
"와, 감사합니다.","wow, thanks."
너…,wait...
…나는 무알콜로 바꾸지.,make mine non-alcoholic instead.
전하는 술을 즐기지 않으시나요?,doesn’t his highness enjoy drinking alcohol?
"그건 아니지만, 오늘은 안 마시는 게 나을 것 같아서.","not really, but I just don’t feel like having any tonight."
"호의만 고맙게 받지, 영애.","but still, thank you for offering, my lady."
과연…,indeed...
"그렇다면,",then may I ask if I can share a drink with your partner over there?
잠시 전하의 파트너와 한잔해도 괜찮을까요?,then may I ask if I can share a drink with your partner over here?
와~ 진짜 이쁘다~,"wow, how pretty!"
잠깐이라면.,if it’s just going to take a moment.
제게 할 말이라도 있으신가요?,is there something you’d like to tell me?
영애는 의외로 단도직입적이시네요?,my lady seems quite straightforward.
아~…,oh...
사교계식 화법을 깜빡했어.,I forgot about all those formalities used by people in high society.
전투할 때는 직설적으로 말하다 보니.,that’s what happens when you’re always blunt during combat.
"혹시,","by chance,"
예전에 했던 약속은 기억하시나요?,do you remember the promise we made before?
“절 도우면 영애가 사교계에서 입지를 다질 수 있도록 도와줄게요.”,"“if you help me, I will make sure to establish your position within high society.”"
물론이죠.,of course.
영애가 괜찮으시다면…,"and if you agree,"
"그 계약, 갱신할 수 있을까요?",can we renew that contract?
갱신이요?,renew it?
요즘… 황후 폐하가 눈치를 과하게 주신답니다.,"to be honest, lately her majesty has been giving me a hard time."
황후가 대체 뭐라고 했길래?,what did the empress say exactly?
지금의 저는 황태자 전하를 쫓아낼 수 없는데요?,"right now, I’m unable to chase away the crown prince."
물론 사람이 없는 장소에서 이미 한 대 때리기는 했지만.,"of course, I already slapped him once behind closed doors."
나중에 제대로 복수도 할 거긴 하지만.,"I plan to get revenge later on,"
그렇다고 리비아에게 도움이 되는 수준인지는…,but whether or not that would benefit you remains uncertain...
알아요.,I understand.
이번 경우에는 제가 영애의 가능성에 기대를 건다는 것에 가깝겠네요.,"for this case, I suppose I am placing more hope into your potential, my lady."
저보다는 시그렌 전하에게 거는 게 낫지 않겠어요?,maybe you should place your hopes in his highness rather than myself.
전 강한 사람이 좋거든요.,I prefer strong men.
황자 전하도 강하실 테지만…,"while I'm sure his highness is also strong,"
"제 두 눈으로 똑똑히 확인한 건 전하 쪽이 아니라,","from what I saw firsthand,"
영애의 솜씨니까요.,it was actually your skills that were impressive.
그것도 두 번이나 확인했고요.,and I witnessed them twice at that.
"실은,","truthfully though,"
황자 전하를 나쁘게 생각하진 않아요.,I don’t think badly of his highness either.
하지만.,but...
하지만?,but?
"제 얼굴을 기억 못 하고,","he doesn’t even recognize my face,"
하물며 다른 여자과 연관시켜서 떠올리는 분은 싫거든요.,let alone he remembers other women better than me.
"전에 시그렌 전하와 부딪힌 적이 있는데,","when I ran into his highness previously,"
제 얼굴을 보시곤…,"as soon as he looked at my face,"
아. 피오나와 친분이 있는…,"ah, you’re friends with fiona--"
라는 이야기부터 하시는 거예요.,that’s what he said right off the bat.
