hangle,first_translate
피오나?,fiona...?
…아벨이,I just received news that...
실종되었대…,...abel has gone missing.
…제론이 보낸 편지야.,it’s from jerome.
최근에 헤일론에서 마물의 활동이,apparently there was a sudden increase in demonic activity around haylon recently.
급격히 증가했다고 하는데….,apparentl y there was a sudden increase in demonic activity around haylon recently.
이 원인을 찾기 위해서,and so abel went out himself...
아벨이 직접,and so abel went out himself...
출몰지를 살피러 나갔다고 해.,...in order to find the cause behind this phenomenon.
그런데 그 이후로…,"but after that,"
…돌아오지 않았다고.,he never returned home.
저택을 부탁하신다니요?,did you ask me to take care of the manor because--
설마….,"wait, don’t tell me..."
아가씨 혼자 헤일론으로 가실 생각이십니까?,"are you planning on going back to haylon by yourself, my lady?"
그야…,well...
제론이 도움을 요청한 사람은 저예요.,jerome asked for my help specifically.
딱히 데려갈 사람도 없잖아요.,"and besides, I have no one else to bring along anyway."
주군께서 실종되셨다면 예삿일이 아닐 겁니다.,"if his grace is missing, then something must’ve happened."
게다가 현재 헤일론의 무력으로 애를 먹을 정도라면 더욱이요.,"moreover, if even the forces at haylon are struggling to deal with whatever is happening, things could get dangerous."
"그래, 나 혼자서는 효율이 나쁘지.",that's right. it would be inefficient for me to go alone.
그렇지만 이런 일에 당장 데려갈 만한 인력이 있을까?,but do we really have anyone available to send immediately?
급하게 준비하는 만큼 다수는 안 돼.,"since we’re preparing everything last minute, we can only send a small group."
어쩐다….,what am I supposed to do...?
나도 갈 거야.,I’m coming too.
시그렌…?,siegren...?
하지만 너는―.,but what about--?
"아벨의 생사 여부도 알 수 없는 상황에서,","in a situation where we still haven’t found out whether or not abel is alive,"
너까지 거기에 혼자 보내라고?,do you expect me to let you head off all by yourself as well?
누가 누굴 진정시키려는 건지….,now look whose trying to calm whom down...
"하긴,","then again,"
이 일에 시그렌이,of course sigg wouldn’t feel comfortable sending me into danger like this.
불안하지 않을 리가 있을까.,of course sigg wouldn’t feel comfortable sending me into danger like this.
"그에 이어서,","on top of that,"
어쩌면 나까지,the thought of losing both abel and myself...
"그렇게 된다면,",the thought of losing both abel and myself...
넌 그걸 생각하고 있겠지.,you’d probably end up being left here all alone.
시그렌은,you'd be left all by yourself.
홀로 남는다.,you'd be left all by yourself.
네가 뭘 걱정하는지는 알겠어.,I know exactly why you’re worried.
한 번 고민해 볼게.,let me think about it some more.
"아벨의 딸은 내 쪽이고,","as long as abel’s daughter is under my protection,"
편지가 나에게로 온 이상,this decision falls entirely upon me since the letter came addressed to me.
결정권은 나한테 있으니까.,this decision falls entirely upon me since the letter came addressed to me.
나도 불안하고 걱정돼.,I also feel anxious and concerned.
아벨 때문이기도 하지만,"not just because of abel,"
이건 그만큼 위험한 일일지 몰라.,but because this may turn out to be quite risky business.
"그러니까 나는,","so,"
이번에도 최선의 선택을 할 거야.,I’ll make the best choice possible once again.
그렇게 호기롭게,"even though I said those bold words to siegren,"
시그렌에게 말했지만….,"even though I said those bold words to siegren,"
어떻게 할지 못 정하겠어…,I still can’t decide what to do yet...
준비하는 동안 어디 알릴 수도 없으니…,I won’t be able to inform everyone while making preparations either...
초대에 응했던 파티들도 빠질 수 없고….,and I can’t cancel any parties that already accepted our invitation...
