hangle,first_translate
어니스트 공작님네 기사들이네.,the knights from house ernest have arrived.
"저렇게 서둘러 이동하다니,",I wonder what’s going on...
무슨 일이지…,it looks like they’re in quite a hurry.
후후.,haha.
저는 무슨 일인지 알 것도 같습니다.,but I think I know why that is.
영애에게 지지 않기 위해 큰 한 방이라도 노리는 거겠지요.,marquess clovis must’ve decided to go all out so he doesn’t lose against lady fiona.
클로비스 후작님.,lord clovis.
영애께서도 자리를 이동해서 마저 사냥을 하실 건가요?,will you also move somewhere else to continue hunting?
아뇨.,no.
체력 문제가 있어서 잠시 쉬려고요.,I’m taking a break because my stamina has reached its limit.
그렇군요.,is that right...?
피오나 영애는 헤일론에서 오랫동안 마물을 상대했죠.,lady fiona fought monsters for a long time while she was at hylon.
개인적으로 마물에 관해 영애의 의견을 듣고 싶습니다만.,"if possible, could you tell me your thoughts about these creatures?"
제가 답변해 드릴 수 있는 거라면요.,"of course, if there's anything I can answer."
영애는 혹시 ‘어둠’에 대해 들어본 적 있습니까?,do you happen to know something called “the darkness”?
어느 정도 예상했던 질문이다.,that question wasn’t unexpected.
"아렌트가 말한 ‘어둠’은, 통상적인 의미로 쓰이는 단어가 아니다.","when arendt says ""darkness,"" he isn't using the term as we normally do."
"네, 들어 본 적 있어요.","yes, I've heard of it before."
작중 피오나가 최종 보스가 된 가장 큰 이유가 이 ‘어둠’을 다루려고 하다가 실패한 거니까.,"this ""darkness"" is actually one reason how fiona became the final boss in the story."
"어둠은 일정한 형체가 없는 존재로,",darkness does not take any particular form.
보통 전조도 없이 등장하기에 피할 방법도 없다.,"and since it appears without warning, there’s no way to avoid it either."
"다만 그것이 나타나면 땅은 메말랐고, 주변 마물은 흉포해졌다.","all we know is that when it shows up, the ground becomes dry and the surrounding demons become more vicious."
어둠이란 현상이 나타난 지역의 마물은 더욱 광폭하고 강해진다고 하죠.,"they say that once this phenomenon occurs, the monsters in those areas grow stronger and even crazier than usual."
"예, 맞습니다.","yes, that’s correct."
‘어둠’이란 단어자체는 아카데미 학자들이 처음 그 현상을 파악했을 때 명명됐지만…,"scholars named this phenomenon “darkness,” but..."
학자들도 어둠에 대한 건 어느 것 하나 확언을 못하죠.,even scholars cannot confirm much about it.
"왜냐하면 어둠을 직접적으로 목격한……,",that’s because nobody who witnessed the darkness directly...
생존자가 없기 때문이죠.,...has survived.
"네, 맞습니다.",you’re absolutely right.
알고 계시는군요.,so you already knew about this.
보통 어둠과 닿은 사람은 모두가 죽었다.,"normally, anyone who comes into contact with the darkness dies."
"그 현상을 직접 목격한 자가 한 명도 없으니, 자연히 정보의 양 자체가 매우 적다.","as such, very little information exists regarding this matter."
"그러나 실은 단 한 명,","however, only one person..."
어둠과 닿고도 생존한 사람이 있다.,...survived after coming across the darkness.
바로 눈 앞에 있는 아렌트 클로비스.,and that would be none other than arendt clovis himself.
"어릴 적, 그는 어둠이 나타난 순간을 목격하고도 살아남았다.","in his childhood, he managed to survive witnessing the moment the darkness appeared."
"…비록, 커다란 후유증이 남아","although he suffered severe side effects afterward,"
어둠에 의한 후유증을 최대한 늦춰 주는,now he always carries around magic stones...
가공한 마석을 늘 지니고 다니게 되었지만.,...that were processed to delay the side effects caused by the darkness.
"그렇게 유예 시간을 얻은 그는 자신의 몸을 침식하는 후유증과,","with some extra time gained thanks to them, he’s trying to find ways to eliminate both the aftermath affecting his body..."
그 ‘어둠’이란 존재를 없앨 방법을 찾고 있다.,...and the existence known as “darkness.”
…이건 아렌트가 유니스를 좋아하게 되면서 털어 놓는 이야기니,"unfortunately, I won’t be able to act like I know this part of the story yet..."
내가 아는척 할 수는 없지만….,arendt will reveal this later on when he starts liking eunis.
헤일론에서도 어둠에 관해서 신경쓰고 있어요.,"at hylon, people are concerned about the darkness too."
다만 어둠이 출현한 적은 없어 정보가 무척 적답니다.,"but since it hasn’t shown itself over here, we don’t have much information about it."
그렇군요.,I see.
